# Creation Date: Tue Mar 17 15:46:45 2015
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 40.0/50.5 Lon: -10.0/10.5
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1950 ;   11; 17;   2;     6;  48.55 ;   -2.00 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1950 ;   11; 19;   7;     3;  46.48 ;    7.40 ;    3;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1950 ;   11; 19;   7;     8;  46.48 ;    7.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1950 ;   11; 19;   7;    11;  46.33 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    1;  5;  10;     5;  46.35 ;    7.47 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    1; 14;  12;    47;  46.42 ;    7.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    1; 28;  23;    48;  46.87 ;    9.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    2; 11;  15;    44;  41.53 ;    2.75 ;     ;     5.5 ;      ;    ;4.3;      ;    IGC1
 1951 ;    3;  3;   9;    26;  46.13 ;    7.57 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    5; 16;   2;    27;  46.32 ;    8.60 ;     ;       5 ;   4.3;  w ;4.3;      ; ECOS-09
 1951 ;    6;  1;   4;    18;  46.32 ;    7.45 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    6; 20;   0;    24;  46.33 ;    7.43 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    7; 24;   9;    28;  46.37 ;    7.30 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1951 ;    8;  1;   9;    55;  46.45 ;    7.50 ;    8;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;    8; 12;  21;    19;  44.02 ;   10.38 ;     ;       5 ;   4.7;  w ;4.7; 0.22 ;  CPTI08
 1951 ;    8; 20;  19;    49;  46.38 ;    7.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1951 ;   10; 18;  19;    57;  48.28 ;    9.02 ;    6;       6 ;      ;    ;4.1;      ;     Ley
 1951 ;   11; 30;   6;     8;  43.82 ;    6.42 ;     ;     7.5 ;      ;    ;5.3;      ;  SisF10
 1951 ;   12; 20;  22;     7;  41.20 ;   -2.10 ;     ;       3 ;   4.4;  b ;4.3;      ;   IGN10
 1951 ;   12; 30;   0;    49;  47.18 ;    8.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    1; 15;   2;    23;  46.67 ;    7.92 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    2;  7;  14;    28;  43.08 ;   -0.73 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1952 ;    2; 24;  21;    25;  49.60 ;    8.38 ;   21;     6.5 ;   4.9;  L ;4.6;      ;    AhoP
 1952 ;    3; 22;  11;    40;  46.42 ;    7.58 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    4;  5;   0;     5;  42.95 ;    0.07 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1952 ;    5;  9;   8;     2;  46.42 ;    7.53 ;    6;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1952 ;    5;  9;   8;     9;  46.28 ;    7.43 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    5;  9;   8;    14;  46.23 ;    7.32 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    5;  9;  14;    10;  47.95 ;    7.07 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1952 ;    6;  8;  21;    26;  44.25 ;    5.22 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1952 ;    7;  2;  18;    36;  46.30 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;    8; 10;  21;    22;  48.92 ;    8.05 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1952 ;    8; 22;   2;    25;  44.77 ;    8.36 ;     ;       5 ;   4.8;  w ;4.8; 0.25 ;  CPTI08
 1952 ;    9; 29;  16;    45;  48.83 ;    7.97 ;     ;     6.5 ;      ;    ;4.6;      ;  SisF10
 1952 ;   10;  2;  14;    51;  46.85 ;    8.65 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1952 ;   10;  6;  22;    27;  48.95 ;    7.98 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1952 ;   10;  8;   5;    17;  48.95 ;    7.98 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1952 ;   10; 21;  21;    15;  50.43 ;    3.87 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1952 ;   10; 27;   6;    11;  50.43 ;    3.87 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1953 ;    1; 19;   4;    18;  46.35 ;    7.47 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    2; 18;   8;     7;  46.32 ;    7.30 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    5;  5;   1;    25;  46.22 ;    7.37 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    5; 21;  17;    40;  46.33 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    6; 24;  12;     7;  46.35 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    8; 12;  21;    39;  47.25 ;    7.15 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    8; 21;   6;    46;  47.05 ;    9.12 ;    7;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    8; 23;  21;    16;  47.30 ;    7.12 ;   13;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1953 ;    8; 30;  23;    35;  50.37 ;    5.93 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1953 ;    9; 15;  23;    55;  50.45 ;    3.87 ;     ;       7 ;      ;    ;5.0;      ;     Cam
 1953 ;    9; 28;  21;    41;  41.13 ;   -1.58 ;     ;       7 ;   4.7;  b ;4.7;      ;   IGN10
 1953 ;   10; 13;   9;    45;  43.02 ;    0.25 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1954 ;    1; 30;   4;    56;  46.55 ;    9.72 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    3; 13;  11;    52;  46.18 ;    7.27 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    3; 22;  21;    40;  46.37 ;    7.17 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    5; 19;   9;    35;  46.28 ;    7.31 ;     ;         ;   5.3;  w ;5.3;      ;   BBG05
 1954 ;    5; 24;  14;    48;  46.40 ;    7.07 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    5; 30;  11;    31;  46.30 ;    7.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    6;  4;   5;    56;  46.37 ;    7.25 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    6; 14;   5;    34;  46.40 ;    7.07 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    6; 14;  13;    21;  46.25 ;    7.30 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    6; 24;   9;    48;  46.25 ;    7.32 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    6; 26;   6;    56;  46.27 ;    7.30 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    7; 10;  17;    18;  50.43 ;    3.87 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1954 ;    7; 15;   8;    58;  46.40 ;    7.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    7; 29;   4;    40;  46.30 ;    7.50 ;    8;       6 ;     5;  w ;5.0;      ; ECOS-09
 1954 ;    8;  2;   9;    58;  46.38 ;    7.58 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    8;  2;  19;    22;  46.38 ;    7.58 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    8;  3;   3;    15;  46.38 ;    7.58 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    9;  6;   7;    37;  46.37 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    9; 24;   5;     8;  46.33 ;    7.37 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;    9; 24;   5;    13;  46.33 ;    7.37 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1954 ;   11;  2;  20;    58;  46.15 ;    1.52 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1954 ;   11;  9;  19;     5;  45.87 ;    5.83 ;     ;     5.5 ;      ;    ;3.9;      ;  SisF10
 1955 ;    1;  7;   8;    21;  46.00 ;   -1.38 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1955 ;    1; 31;  13;    28;  46.98 ;    8.75 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    4; 11;  15;    24;  44.12 ;    9.97 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1955 ;    4; 26;   5;    28;  46.32 ;    7.43 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1955 ;    5;  2;   8;    31;  46.40 ;    7.27 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    5;  2;  20;    30;  46.33 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    5; 12;  14;    16;  44.53 ;    7.15 ;     ;     6.5 ;   4.8;  w ;4.8;  0.2 ;  CPTI08
 1955 ;    6; 16;  19;    15;  46.37 ;    7.42 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    6; 20;   4;    47;  44.48 ;    7.07 ;     ;       7 ;   5.2;  w ;5.2; 0.34 ;  CPTI08
 1955 ;    6; 26;  17;    17;  46.32 ;    7.25 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    7;  3;   7;    14;  46.37 ;    7.27 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    7;  3;  18;    41;  46.37 ;    7.28 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    8; 30;   9;    21;  46.35 ;    7.28 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;    9; 12;  20;    32;  46.27 ;    1.38 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1955 ;   11;  3;  14;    27;  47.42 ;    6.00 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1955 ;   11; 23;   6;    27;  46.13 ;    6.95 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1955 ;   11; 23;   6;    39;  47.42 ;    5.98 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1955 ;   12; 13;  17;     4;  44.12 ;   10.15 ;     ;         ;   4.7;  w ;4.7; 0.37 ;  CPTI08
 1955 ;   12; 24;  23;    40;  46.87 ;    9.53 ;     ;       5 ;   3.8;  w ;3.8;      ; ECOS-09
 1956 ;    2;  7;   1;    50;  45.75 ;    6.42 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1956 ;    6;  1;   8;    32;  44.68 ;    7.20 ;     ;       6 ;   4.8;  w ;4.8; 0.34 ;  CPTI08
 1956 ;    8;  1;   9;    40;  48.30 ;    9.02 ;    8;       6 ;      ;    ;4.2;      ;     Ley
 1956 ;    9; 16;  21;     7;  48.08 ;    7.43 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1956 ;   11; 16;   5;    57;  45.67 ;    5.88 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1957 ;    1;  8;  16;    12;  50.43 ;    3.80 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1957 ;    3; 25;   7;    46;  46.05 ;    3.45 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1957 ;    4; 30;   3;    10;  45.78 ;    5.95 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1957 ;    8; 29;   3;    45;  48.23 ;    9.02 ;    9;       6 ;      ;    ;4.2;      ;     Ley
 1957 ;   10; 22;   2;    51;  47.93 ;   -4.20 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1957 ;   10; 25;  23;     2;  44.38 ;   10.20 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1958 ;    3; 30;  16;    10;  45.77 ;    5.80 ;     ;     6.5 ;      ;    ;4.6;      ;  SisF10
 1958 ;    5;  4;  10;    52;  44.38 ;    7.43 ;     ;       6 ;   4.7;  w ;4.7; 0.25 ;  CPTI08
 1958 ;    5; 30;  14;    45;  50.45 ;    4.05 ;     ;       6 ;      ;    ;4.3;      ;     Cam
 1958 ;    7; 20;  19;    27;  46.00 ;   -1.35 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1958 ;    7; 25;   2;    25;  46.38 ;    7.30 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1958 ;    7; 30;  12;    51;  46.18 ;    8.72 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1958 ;    8;  8;  20;    37;  41.18 ;    2.60 ;     ;         ;   4.9;  b ;4.9;      ;   IGN10
 1958 ;    8; 29;   5;    39;  46.75 ;    9.75 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1958 ;    9; 15;  16;    21;  45.70 ;    5.72 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1958 ;    9; 15;  19;    14;  46.00 ;    7.75 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1958 ;    9; 30;  17;     5;  47.17 ;    4.07 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1958 ;   11; 25;   2;    23;  43.00 ;    0.37 ;     ;     6.5 ;      ;    ;4.6;      ;  SisF10
 1959 ;    1;  2;   6;    20;  47.93 ;   -4.00 ;     ;       7 ;      ;    ;4.9;      ;  SisF10
 1959 ;    1; 26;   5;    35;  44.50 ;    9.50 ;     ;         ;   4.5;  w ;4.5; 0.37 ;  CPTI08
 1959 ;    2; 19;   2;    13;  48.35 ;   -1.72 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1959 ;    4;  5;  10;    48;  44.32 ;    6.49 ;     ;       8 ;   5.3;  w ;5.3;      ;   Sch98
 1959 ;    6;  6;   1;    22;  46.85 ;    8.85 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1959 ;    7;  3;   4;    58;  46.60 ;    9.78 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1959 ;    7; 17;  13;    16;  44.53 ;    6.72 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1959 ;    9;  4;   8;    36;  48.35 ;    7.63 ;     ;       6 ;      ;    ;4.3;      ;  SisF10
 1960 ;    1; 28;  14;    34;  44.55 ;    6.73 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1960 ;    3; 23;  23;    10;  46.37 ;    8.02 ;     ;         ;     5;  w ;5.0;      ;   BBG05
 1960 ;    5; 10;  23;    45;  47.37 ;    8.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1960 ;    5; 13;   3;    55;  48.43 ;    7.33 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1960 ;    5; 23;   1;     8;  48.40 ;    7.28 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1960 ;    6; 19;   3;    35;  47.58 ;    7.38 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1960 ;    7; 12;   0;    46;  46.13 ;    5.57 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1960 ;   12;  6;   1;    26;  44.63 ;    6.63 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1961 ;    1; 17;   1;    51;  46.03 ;    7.47 ;     ;     5.5 ;   4.3;  w ;4.3;      ; ECOS-09
 1961 ;    2; 10;  18;    52;  41.72 ;   -6.20 ;     ;       6 ;   5.2;  b ;5.3;      ;   IGN10
 1961 ;    2; 10;  19;    16;  41.72 ;   -6.20 ;     ;       5 ;   5.2;  b ;5.3;      ;   IGN10
 1961 ;    2; 11;  10;     0;  41.41 ;   -5.45 ;    5;         ;   4.2;  b ;4.1;      ;   IGN10
 1961 ;    2; 14;  20;    34;  47.00 ;    9.72 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1961 ;    3;  3;   0;    52;  45.13 ;    5.83 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1961 ;    3; 14;  21;    47;  41.72 ;   -6.20 ;     ;         ;   4.4;  b ;4.3;      ;   IGN10
 1961 ;    4; 19;   0;    16;  48.28 ;    9.03 ;    3;     5.5 ;      ;    ;3.6;      ;     Ley
 1961 ;    4; 28;  20;    48;  47.72 ;    7.88 ;   22;       6 ;      ;    ;4.4;      ;     Ley
 1961 ;    6;  2;   1;    54;  46.23 ;    7.43 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1961 ;    8;  3;  10;    26;  44.20 ;   10.20 ;     ;         ;   4.7;  w ;4.7; 0.37 ;  CPTI08
 1961 ;    8;  9;  13;      ;  46.81 ;   10.35 ;     ;       5 ;   4.9;  w ;4.9;      ; ECOS-09
 1961 ;    8;  9;  13;    10;  46.81 ;   10.50 ;     ;         ;   4.9;  w ;4.9;      ;   BBG05
 1961 ;    8; 13;  22;    34;  44.74 ;   10.23 ;     ;     5.5 ;   4.5;  w ;4.5; 0.35 ;  CPTI08
 1961 ;    9; 10;  17;    26;  46.40 ;    7.40 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1961 ;   10; 17;   2;    30;  46.32 ;    2.83 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1961 ;   11; 23;   1;    12;  45.72 ;    9.57 ;     ;         ;   4.7;  w ;4.7; 0.37 ;  CPTI08
 1961 ;   12; 22;  12;     4;  41.76 ;   -5.76 ;   23;         ;   4.5;  b ;4.4;      ;   IGN10
 1962 ;    3;  2;   2;     1;  46.27 ;    7.53 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1962 ;    4; 12;  20;    12;  45.11 ;    5.51 ;   11;     4.5 ;   4.1;  L ;3.7;      ;     LDG
 1962 ;    4; 30;   9;    53;  45.16 ;    5.46 ;    9;         ;   4.1;  L ;3.7;      ;     LDG
 1962 ;    5;  3;  23;    27;  43.88 ;   -7.01 ;    5;         ;   4.3;  b ;4.2;      ;   IGN10
 1962 ;    8;  6;   4;    24;  46.20 ;    7.30 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1962 ;    9; 27;   2;      ;  46.30 ;    7.50 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1963 ;    7; 19;   5;    45;  43.15 ;    8.08 ;     ;         ;     6;  w ;6.0; 0.14 ;  CPTI08
 1963 ;    7; 27;   5;    58;  43.28 ;    8.17 ;     ;     7.5 ;   5.2;  w ;5.2; 0.25 ;  CPTI08
 1963 ;    8; 17;  13;    21;  47.10 ;    9.32 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1963 ;    9; 27;  23;    51;  44.65 ;    6.62 ;     ;       5 ;      ;    ;3.6;      ;  SisF10
 1963 ;   12; 20;  23;    21;  46.75 ;    9.17 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1963 ;   12; 23;   8;    48;  46.37 ;    7.52 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1963 ;   12; 30;  22;    50;  46.70 ;    8.98 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1964 ;    1; 22;   9;     8;  45.28 ;   -0.20 ;     ;         ;     4;  L ;3.5;      ;     LDG
 1964 ;    2; 17;  12;    20;  46.88 ;    8.27 ;     ;         ;   4.8;  w ;4.8;      ;   BBG05
 1964 ;    2; 26;   3;    22;  46.75 ;    8.98 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1964 ;    3; 11;  19;    19;  46.87 ;    8.30 ;     ;       5 ;   4.2;  w ;4.2;      ; ECOS-09
 1964 ;    3; 14;   2;    39;  46.87 ;    8.32 ;     ;         ;   5.3;  w ;5.3;      ;   BBG05
 1964 ;    3; 14;   4;    46;  46.90 ;    8.25 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1964 ;    4;  6;   2;    37;  46.65 ;   10.32 ;    3;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1964 ;    5;  4;  20;    39;  47.65 ;    9.07 ;    5;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1964 ;    5; 27;  19;    16;  46.90 ;    7.12 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1964 ;    5; 28;  20;    52;  46.68 ;    9.03 ;     ;       5 ;   4.3;  w ;4.3;      ; ECOS-09
 1964 ;    6; 19;   3;    42;  46.70 ;    9.30 ;   12;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1964 ;    8; 29;   2;    45;  42.96 ;    0.00 ;     ;     5.5 ;   4.4;  L ;4.0;      ;     LDG
 1964 ;   11; 11;   2;    57;  46.90 ;    8.25 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;    2; 10;   4;    43;  46.95 ;    8.37 ;     ;       4 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;    3;  4;   0;    47;  47.46 ;   -0.82 ;   22;     5.5 ;   4.8;  L ;4.5;      ;     LDG
 1965 ;    3; 15;   8;    56;  44.70 ;    8.70 ;     ;     5.5 ;   4.6;  w ;4.6; 0.34 ;  CPTI08
 1965 ;    4; 14;   4;    11;  46.28 ;    7.48 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;    5; 10;   5;     3;  44.30 ;   10.50 ;     ;         ;   4.5;  w ;4.5; 0.47 ;  CPTI08
 1965 ;    6; 29;   0;    43;  47.14 ;   10.00 ;     ;     6.5 ;      ;    ;4.6;      ; ZAMG09L
 1965 ;    8;  1;   8;    58;  46.73 ;    8.95 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1965 ;    8; 25;  11;    33;  46.37 ;    8.22 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;    9; 19;   8;    10;  47.95 ;    8.27 ;   18;       6 ;   4.4;  L ;4.1;      ;     Ley
 1965 ;   10; 13;  16;    17;  46.30 ;    7.80 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;   10; 24;  12;    16;  46.30 ;    7.40 ;     ;       5 ;   4.4;  w ;4.4;      ; ECOS-09
 1965 ;   11;  9;  15;    35;  44.51 ;   10.39 ;     ;         ;   4.8;  w ;4.8; 0.29 ;  CPTI08
 1965 ;   11; 11;  11;    52;  46.28 ;    7.40 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1965 ;   12; 15;  12;     7;  50.47 ;    4.07 ;     ;       7 ;   4.4;  L ;4.1;      ;     Cam
 1966 ;    1; 16;   6;    51;  50.47 ;    4.24 ;    5;         ;   3.8;  L ;3.5;      ;     Cam
 1966 ;    1; 16;  12;    32;  50.47 ;    4.23 ;     ;       7 ;   4.4;  L ;4.1;      ;     Cam
 1966 ;    1; 28;  17;    52;  46.60 ;    7.60 ;     ;         ;     4;  w ;4.0;      ; ECOS-09
 1966 ;    2; 12;  23;    42;  46.95 ;    8.82 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1966 ;    2; 23;  13;    47;  46.17 ;    7.50 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1966 ;    3; 16;  11;    23;  47.42 ;    8.23 ;     ;       5 ;   3.5;  w ;3.5;      ; ECOS-09
 1966 ;    3; 20;   0;     8;  50.47 ;    4.31 ;    5;         ;   3.8;  L ;3.5;      ;     Cam
 1966 ;    6;  9;  14;    17;  46.43 ;    7.07 ;     ;         ;   3.6;  w ;3.6;      ; ECOS-09
 1966 ;    7; 23;   1;    50;  50.09 ;   -5.22 ;   18;         ;   3.7;  w ;3.7;      ;      MS
 1966 ;    9;  2;  10;    15;  46.75 ;    9.00 ;   10;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1966 ;   12; 12;   7;    36;  46.32 ;    7.32 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1967 ;    3; 24;  17;    38;  46.42 ;    7.25 ;     ;       5 ;   4.1;  w ;4.1;      ; ECOS-09
 1967 ;    3; 28;  15;    49;  50.47 ;    4.26 ;     ;       7 ;   4.5;  L ;4.2;      ;     Cam
 1967 ;    7; 15;   2;    23;  46.67 ;    8.82 ;     ;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1967 ;    7; 16;  14;     4;  47.37 ;    5.26 ;     ;       5 ;   4.1;  L ;3.7;      ;     LDG
 1967 ;    7; 18;   0;    58;  46.40 ;    6.95 ;     ;         ;   3.6;  w ;3.6;      ; ECOS-09
 1967 ;    8; 13;  22;     7;  43.19 ;   -0.68 ;     ;         ;     5;  w ;5.0;      ;   CAS08
 1967 ;    8; 14;  10;    16;  46.95 ;   10.35 ;   20;       5 ;   3.9;  w ;3.9;      ; ECOS-09
 1967 ;    9; 24;  22;    27;  45.75 ;    9.39 ;     ;         ;   4.5;  w ;4.5; 0.29 ;  CPTI08
 1968 ;    3;  7;   0;    21;  46.40 ;    7.50 ;     ;     4.5 ;   3.5;  w ;3.5;      ; ECOS-09
 1968 ;    3; 15;  13;    44;  46.97 ;   -1.96 ;    9;     4.5 ;   4.4;  L ;4.0;      ;     LDG
 1968 ;    3; 15;  13;    45;  46.94 ;   -1.79 ;   11;     4.5 ;   4.3;  L ;3.9;      ;     LDG
 1968 ;    4;  7;  19;    13;  46.24 ;    1.26 ;   13;     4.5 ;     4;  L ;3.5;      ;     LDG
 1968 ;    4; 18;  19;    38;  44.31 ;    8.07 ;     ;       6 ;   4.6;  w ;4.6; 0.22 ;  CPTI08
 1968 ;    6;  7;   9;    34;  44.75 ;   10.32 ;     ;         ;   4.5;  w ;4.5; 0.47 ;  CPTI08
 1968 ;    6; 18;   5;    27;  45.68 ;    7.77 ;     ;       6 ;   5.1;  w ;5.1; 0.17 ;  CPTI08
 1968 ;    6; 27;  15;    43;  46.29 ;    6.73 ;     ;         ;   4.6;  w ;4.6;      ;   BBG05
 1968 ;    8; 13;  16;    57;  50.47 ;    4.13 ;     ;       7 ;   4.1;  L ;3.8;      ;     Cam
