# Creation Date: Wed Nov 19 16:44:21 2014
# Data from the EMEC Catalogue (Gruenthal, G. & Wahlstroem, R., 2012)
# Contact address: ggrue@gfz-potsdam.de
# For technical questions: lemgo@gfz-potsdam.de
------------------------------------------------------------------------------------------------
# Indices at original magnitudes M_orig: w for Mw or Mo, L for ML, S for MS, b for mb, d for Md.
# The focal depth is given in km.
------------------------------------------------------------------------------------------------
# Requested data:
# Coordinate Range Lat: 28/40 Lon: 30/40
# Time: 1000 - 2006
# File Format:
# year;month;day;hour;minute;latitude;longitude;depth;intensity;M_orig;type;Mw ;Mw_err;reference
------------------------------------------------------------------------------------------------
 1977 ;    7;  2;  22;     1;  36.01 ;   31.06 ;   62;         ;   4.6;  w ;4.6;      ;     Pou
 1977 ;    8; 17;  19;    15;  32.20 ;   35.41 ;   10;         ;   4.3;  L ;4.0;      ;     AFS
 1977 ;    9; 25;  19;    56;  38.64 ;   31.03 ;   18;         ;   4.5;  w ;4.5;      ;   KOERI
 1977 ;   10; 14;  14;    10;  37.37 ;   31.93 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1977 ;   11; 27;  20;    42;  37.72 ;   32.10 ;   31;         ;   4.3;  w ;4.3;      ;   KOERI
 1977 ;   12; 21;   5;    36;  36.15 ;   33.11 ;     ;         ;     4;  w ;4.0;      ;     Pou
 1978 ;    1; 30;   7;    52;  34.67 ;   33.84 ;   36;         ;   4.6;  w ;4.6;      ;     Pou
 1978 ;    2;  9;  21;    10;  37.07 ;   36.84 ;   42;         ;   4.5;  w ;4.5;      ;   KOERI
 1978 ;    2; 15;   3;    17;  39.67 ;   39.88 ;   49;         ;   4.8;  w ;4.8;      ;   KOERI
 1978 ;    2; 15;   5;    47;  39.69 ;   39.67 ;   42;         ;   4.5;  w ;4.5;      ;   KOERI
 1978 ;    2; 24;   2;    51;  37.84 ;   32.66 ;   41;         ;   4.5;  w ;4.5;      ;   KOERI
 1978 ;    3; 10;  11;     1;  38.21 ;   32.20 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1978 ;    4; 21;  19;    12;  34.51 ;   33.02 ;   33;         ;     4;  w ;4.0;      ;     Pou
 1978 ;    4; 22;   5;     1;  35.22 ;   36.21 ;   48;         ;   4.3;  w ;4.3;      ;     Pou
 1978 ;    6; 13;  21;    25;  36.30 ;   31.87 ;   33;         ;   4.1;  w ;4.1;      ;     Pou
 1978 ;    6; 15;  16;    10;  35.77 ;   31.26 ;   10;         ;   4.9;  w ;4.9;      ;     Pou
 1978 ;    6; 19;   3;    12;  38.01 ;   38.24 ;    5;         ;   4.1;  w ;4.1;      ;   KOERI
 1978 ;    6; 24;   0;    51;  35.30 ;   31.10 ;     ;         ;   4.4;  w ;4.4;      ;     Pou
 1978 ;    6; 25;  11;     0;  34.68 ;   33.38 ;   33;         ;   4.3;  w ;4.3;      ;     Pou
 1978 ;    7;  4;  22;    39;  39.45 ;   33.19 ;   23;         ;     5;  w ;5.0;      ;   KOERI
 1978 ;    7; 29;   4;    34;  37.57 ;   30.02 ;   28;         ;   4.7;  w ;4.7;      ;   KOERI
 1978 ;    8; 11;  15;    25;  35.08 ;   31.01 ;   10;         ;   4.3;  w ;4.3;      ;     Pou
 1978 ;    9; 21;  11;     8;  38.06 ;   38.65 ;   31;         ;   4.7;  w ;4.7;      ;   KOERI
 1978 ;    9; 21;  19;    37;  37.97 ;   38.59 ;   22;         ;   4.6;  w ;4.6;      ;   KOERI
 1978 ;    9; 21;  23;    29;  38.03 ;   38.47 ;   26;         ;   4.5;  w ;4.5;      ;   KOERI
 1978 ;   11; 11;   2;    45;  38.10 ;   38.44 ;   40;         ;   4.2;  w ;4.2;      ;   KOERI
 1978 ;   11; 11;   2;    47;  37.44 ;   38.11 ;   33;         ;   4.6;  w ;4.6;      ;   KOERI
 1978 ;   12;  4;   3;    12;  38.07 ;   37.43 ;   37;         ;   5.3;  w ;5.3;      ;   KOERI
 1979 ;    1;  9;  16;    33;  38.26 ;   36.45 ;   30;         ;   4.3;  w ;4.3;      ;   KOERI
 1979 ;    1; 13;   4;    45;  35.69 ;   31.05 ;  101;         ;   4.1;  w ;4.1;      ;   KOERI
 1979 ;    1; 19;  23;    36;  39.91 ;   39.60 ;   11;         ;   5.2;  w ;5.2;      ;   KOERI
 1979 ;    1; 20;   3;    46;  39.97 ;   39.64 ;   42;         ;   4.5;  w ;4.5;      ;   KOERI
 1979 ;    2;  3;   0;    36;  38.06 ;   36.57 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1979 ;    2; 19;   4;     3;  35.99 ;   31.30 ;   67;         ;   4.1;  w ;4.1;      ;     Pou
 1979 ;    3; 21;   5;     4;  38.53 ;   39.54 ;   10;         ;   4.6;  w ;4.6;      ;   KOERI
 1979 ;    4;  4;  21;    17;  35.96 ;   30.65 ;   62;         ;   4.5;  w ;4.5;      ;   KOERI
 1979 ;    4; 23;  13;     1;  31.20 ;   35.50 ;     ;         ;     5;  S ;5.3;      ;     KKP
 1979 ;    4; 26;   9;    28;  37.54 ;   36.16 ;   45;         ;   4.8;  w ;4.8;      ;   KOERI
 1979 ;    5; 28;   9;    27;  36.46 ;   31.72 ;  111;         ;   5.9;  w ;5.9;      ;     Pou
 1979 ;    7; 31;   5;    49;  38.72 ;   38.75 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1979 ;    8;  2;  23;    41;  35.63 ;   31.23 ;   33;         ;   4.3;  w ;4.3;      ;     Pou
 1979 ;    8; 11;  20;    19;  35.61 ;   31.20 ;   80;         ;   4.4;  w ;4.4;      ;     Pou
 1979 ;    8; 14;  17;    32;  33.60 ;   34.56 ;   10;         ;   4.4;  w ;4.4;      ;     Pou
 1979 ;    8; 31;  21;    50;  36.45 ;   34.77 ;     ;         ;   4.1;  w ;4.1;      ;     Pou
 1979 ;    9; 12;  16;    14;  38.41 ;   39.80 ;   35;         ;   5.2;  w ;5.2;      ;   KOERI
 1979 ;    9; 20;  10;    36;  35.20 ;   30.89 ;   49;         ;   4.4;  w ;4.4;      ;   KOERI
 1979 ;   12; 28;   3;     9;  37.52 ;   35.85 ;   47;         ;   5.4;  w ;5.4;      ;   KOERI
 1979 ;   12; 31;   6;    21;  36.22 ;   31.49 ;   63;         ;   5.7;  w ;5.7;      ;     Pou
 1979 ;   12; 31;   8;    25;  36.10 ;   31.44 ;   79;         ;   5.7;  w ;5.7;      ;     Pou
 1980 ;    1;  2;  12;    52;  36.56 ;   36.38 ;   32;         ;   4.7;  w ;4.7;      ;   KOERI
 1980 ;    2; 15;  22;    42;  37.91 ;   38.19 ;   30;         ;   4.2;  w ;4.2;      ;   KOERI
 1980 ;    2; 19;   8;    43;  35.94 ;   31.19 ;   10;         ;     4;  w ;4.0;      ;     Pou
 1980 ;    2; 20;  10;    26;  35.78 ;   31.01 ;   66;         ;   4.4;  w ;4.4;      ;     Pou
 1980 ;    5;  3;  15;    38;  29.60 ;   32.60 ;     ;         ;   4.2;  b ;4.3;      ;     AMA
 1980 ;    5;  9;  12;    10;  38.90 ;   32.60 ;   33;         ;   4.4;  w ;4.4;      ;   KOERI
 1980 ;    5; 19;  15;    50;  37.57 ;   35.92 ;   50;         ;   4.8;  w ;4.8;      ;   KOERI
 1980 ;    5; 26;  21;    29;  38.97 ;   31.77 ;   29;         ;   4.1;  w ;4.1;      ;   KOERI
 1980 ;    7;  5;   2;    48;  36.17 ;   33.95 ;   42;         ;   4.3;  w ;4.3;      ;   KOERI
 1980 ;    9;  1;  16;    39;  37.64 ;   36.15 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1980 ;    9; 22;  19;    36;  35.32 ;   31.86 ;   65;         ;   4.4;  w ;4.4;      ;     Pou
 1980 ;   10;  2;  23;     8;  38.07 ;   30.84 ;     ;         ;   4.5;  w ;4.5;      ;   KOERI
 1980 ;   10;  2;  23;    21;  38.12 ;   30.90 ;     ;         ;   4.6;  w ;4.6;      ;   KOERI
 1980 ;   10;  5;  21;    31;  37.60 ;   37.15 ;   64;         ;   4.1;  w ;4.1;      ;   KOERI
 1980 ;   10; 25;   5;    16;  37.97 ;   38.61 ;   64;         ;   4.6;  w ;4.6;      ;   KOERI
 1980 ;   11; 22;  10;    32;  38.30 ;   39.29 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1980 ;   11; 30;   1;     8;  36.03 ;   31.38 ;   80;         ;   4.8;  w ;4.8;      ;     Pou
 1981 ;    1; 20;   8;    27;  38.05 ;   38.59 ;   24;         ;   5.3;  w ;5.3;      ;   KOERI
 1981 ;    1; 29;   7;    24;  36.12 ;   30.78 ;   65;         ;   4.6;  w ;4.6;      ;   KOERI
 1981 ;    1; 29;  23;     0;  36.06 ;   30.80 ;   58;         ;   4.3;  w ;4.3;      ;   KOERI
 1981 ;    1; 30;   5;    28;  36.36 ;   30.64 ;   67;         ;   4.4;  w ;4.4;      ;   KOERI
 1981 ;    2; 19;   2;    41;  36.35 ;   36.42 ;   52;         ;   4.7;  w ;4.7;      ;   KOERI
 1981 ;    2; 24;  22;    41;  36.44 ;   36.18 ;   36;         ;   4.5;  w ;4.5;      ;   KOERI
 1981 ;    3; 25;   4;    46;  37.73 ;   31.72 ;   42;         ;   4.6;  w ;4.6;      ;   KOERI
 1981 ;    4; 10;   3;    16;  39.00 ;   33.10 ;   38;         ;   4.1;  w ;4.1;      ;   KOERI
 1981 ;    4; 26;  14;    13;  36.53 ;   30.65 ;   76;         ;   5.6;  w ;5.6;      ;   KOERI
 1981 ;    5;  3;  19;    54;  36.44 ;   30.70 ;   52;         ;   4.3;  w ;4.3;      ;   KOERI
 1981 ;    5; 15;  20;    49;  37.44 ;   30.00 ;     ;         ;   4.2;  w ;4.2; 0.25 ;     Pap
 1981 ;    6; 30;   7;    59;  36.17 ;   35.89 ;   63;         ;   4.8;  w ;4.8;      ;   KOERI
 1981 ;    7; 24;  14;    54;  38.10 ;   37.90 ;   10;         ;   4.6;  w ;4.6;      ;   KOERI
 1981 ;    7; 28;  13;    28;  37.42 ;   30.30 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1981 ;    9;  4;  23;    52;  38.90 ;   36.98 ;     ;         ;   4.4;  w ;4.4;      ;   KOERI
 1981 ;    9;  9;   7;    46;  38.01 ;   38.24 ;   25;         ;   4.6;  w ;4.6;      ;   KOERI
 1981 ;   11; 11;  10;    29;  36.25 ;   30.36 ;   66;         ;   4.9;  w ;4.9;      ;   KOERI
 1981 ;   11; 27;  13;    30;  35.84 ;   30.14 ;     ;         ;   4.7;  w ;4.7;      ;   KOERI
 1982 ;    1; 19;  18;    38;  35.93 ;   35.61 ;   46;         ;   4.6;  w ;4.6;      ;     Pou
 1982 ;    2; 11;  15;    50;  36.08 ;   35.89 ;   33;         ;   4.3;  w ;4.3;      ;   KOERI
 1982 ;    3;  6;   8;    14;  34.94 ;   30.44 ;   44;         ;   4.5;  w ;4.5;      ;   KOERI
 1982 ;    3; 11;  23;     9;  33.57 ;   33.87 ;   15;         ;   4.5;  w ;4.5;      ;     Pou
 1982 ;    3; 14;  15;     9;  38.64 ;   31.06 ;    5;         ;   4.3;  w ;4.3;      ;   KOERI
 1982 ;    3; 23;  10;    48;  28.00 ;   34.40 ;     ;         ;   4.6;  S ;5.1;      ;     AMA
 1982 ;    4; 17;  17;    31;  38.16 ;   32.13 ;   30;         ;   4.1;  w ;4.1;      ;   KOERI
 1982 ;    4; 24;   0;     2;  37.74 ;   35.40 ;   59;         ;   4.3;  w ;4.3;      ;   KOERI
 1982 ;    4; 24;  18;     4;  38.22 ;   39.60 ;   39;         ;   4.6;  w ;4.6;      ;   KOERI
 1982 ;    5; 18;  19;    38;  37.10 ;   36.40 ;   54;         ;   4.2;  w ;4.2;      ;   KOERI
 1982 ;    5; 20;   3;    28;  35.05 ;   33.70 ;   71;         ;   4.6;  w ;4.6;      ;     Pou
 1982 ;    5; 20;  20;    50;  37.60 ;   35.80 ;   33;         ;   4.1;  w ;4.1;      ;   KOERI
 1982 ;    7; 28;  14;     5;  39.10 ;   38.10 ;   33;         ;   4.1;  w ;4.1;      ;   KOERI
 1982 ;    7; 29;   6;     5;  39.10 ;   38.03 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1982 ;    8;  5;   7;    54;  37.99 ;   35.23 ;   46;         ;   4.5;  w ;4.5;      ;   KOERI
 1982 ;   11; 15;   2;    37;  35.48 ;   31.50 ;   97;         ;   4.3;  w ;4.3;      ;     Pou
 1982 ;   12; 19;  19;    17;  34.89 ;   34.06 ;   37;         ;   4.9;  w ;4.9;      ;     Pou
 1983 ;    1;  2;  18;     5;  37.80 ;   38.10 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1983 ;    1; 21;  21;    52;  39.40 ;   32.30 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1983 ;    1; 31;  14;    56;  29.39 ;   35.02 ;    7;         ;   4.7;  L ;4.4;      ;     AFS
 1983 ;    1; 31;  15;    18;  29.48 ;   34.59 ;    6;         ;   4.7;  L ;4.4;      ;     AFS
 1983 ;    1; 31;  17;    36;  29.14 ;   34.61 ;   10;         ;   4.6;  L ;4.3;      ;     AFS
 1983 ;    2;  3;  13;    46;  29.20 ;   34.80 ;     ;         ;   4.8;  S ;5.2;      ;     AMA
 1983 ;    2;  3;  17;    32;  29.32 ;   35.01 ;     ;         ;   4.7;  L ;4.4;      ;     AFS
 1983 ;    2;  3;  19;    11;  29.22 ;   34.64 ;     ;         ;   4.7;  L ;4.4;      ;     AFS
 1983 ;    2;  3;  23;    30;  29.30 ;   34.80 ;     ;         ;   4.8;  S ;5.2;      ;     AMA
 1983 ;    2;  3;  23;    38;  29.13 ;   34.77 ;     ;         ;   4.9;  L ;4.6;      ;     AFS
 1983 ;    2;  4;   5;    47;  28.90 ;   34.89 ;   21;         ;   4.6;  L ;4.3;      ;     AFS
 1983 ;    2;  8;  16;    55;  29.20 ;   34.72 ;     ;         ;   4.4;  L ;4.1;      ;     AFS
 1983 ;    2; 10;  17;    29;  29.02 ;   34.81 ;     ;         ;   4.9;  L ;4.6;      ;     AFS
 1983 ;    3; 10;   5;     2;  38.34 ;   38.97 ;   25;         ;   4.3;  w ;4.3;      ;   KOERI
 1983 ;    4; 14;   5;    59;  37.10 ;   30.95 ;  101;         ;   4.5;  w ;4.5;      ;   KOERI
 1983 ;    4; 20;  10;     0;  39.93 ;   38.68 ;   10;         ;   4.7;  w ;4.7;      ;   KOERI
 1983 ;    4; 21;  16;    18;  39.31 ;   33.06 ;   36;         ;   4.8;  w ;4.8;      ;   KOERI
 1983 ;    6;  3;   2;     4;  33.83 ;   35.75 ;    8;         ;   4.8;  w ;4.8;      ;     Pou
 1983 ;    6; 12;  12;     0;  28.50 ;   33.10 ;     ;         ;   4.7;  S ;5.2;      ;     AMA
 1983 ;    6; 12;  16;    29;  28.53 ;   33.39 ;     ;         ;   4.7;  L ;4.4;      ;     AFS
 1983 ;    8; 11;   5;    26;  35.62 ;   31.13 ;   33;         ;     5;  w ;5.0;      ;     Pou
 1983 ;    8; 19;  12;    19;  35.56 ;   32.06 ;   33;         ;     4;  w ;4.0;      ;     Pou
 1983 ;    9; 24;  16;    40;  34.62 ;   33.31 ;   46;         ;   4.6;  w ;4.6;      ;     Pou
 1983 ;    9; 28;  20;     0;  34.87 ;   32.72 ;   58;         ;   4.3;  w ;4.3;      ;     Pou
 1983 ;   10; 31;  18;    51;  34.90 ;   33.65 ;   75;         ;   4.5;  w ;4.5;      ;     Pou
 1983 ;   11; 14;   4;     1;  38.16 ;   38.05 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1983 ;   11; 18;   1;    15;  39.79 ;   39.43 ;   37;         ;   5.3;  w ;5.3;      ;   KOERI
 1983 ;   11; 18;   2;     7;  39.90 ;   39.22 ;   33;         ;   4.7;  w ;4.7;      ;   KOERI
 1983 ;   11; 20;  16;     4;  39.82 ;   39.33 ;   47;         ;   4.7;  w ;4.7;      ;   KOERI
 1983 ;   11; 24;   0;    14;  37.05 ;   36.12 ;   37;         ;   4.8;  w ;4.8;      ;   KOERI
 1984 ;    1; 23;  14;    42;  36.73 ;   31.01 ;   82;         ;   4.6;  w ;4.6;      ;   KOERI
 1984 ;    2; 11;   8;    12;  36.83 ;   30.30 ;   83;         ;   4.9;  w ;4.9;      ;   KOERI
 1984 ;    3; 28;  16;    15;  34.75 ;   33.58 ;   38;         ;   5.3;  w ;5.3;      ;     Pou
 1984 ;    3; 29;  21;    36;  30.20 ;   32.20 ;     ;       4 ;   4.8;  S ;5.2;      ;     AMA
 1984 ;    3; 30;  19;    17;  38.01 ;   38.24 ;     ;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;    3; 31;   2;     5;  38.04 ;   30.70 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;    4;  6;  18;    30;  30.40 ;   33.80 ;     ;         ;     4;  S ;4.8;      ;     AMA
 1984 ;    4;  7;   9;    20;  33.78 ;   32.15 ;   48;         ;   4.6;  w ;4.6;      ;     Pou
 1984 ;    4; 16;  17;    55;  35.72 ;   31.20 ;   47;         ;   4.6;  w ;4.6;      ;     Pou
 1984 ;    4; 27;   3;     2;  38.90 ;   31.41 ;   12;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;    5;  7;   6;    15;  36.62 ;   31.37 ;  101;         ;   4.6;  w ;4.6;      ;   KOERI
 1984 ;    5; 15;  17;    41;  39.82 ;   39.43 ;   10;         ;   4.7;  w ;4.7;      ;   KOERI
 1984 ;    6; 16;   3;    48;  38.40 ;   30.55 ;   21;         ;   4.4;  w ;4.4;      ;   KOERI
 1984 ;    6; 23;  13;    31;  38.90 ;   32.00 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;    7; 15;  20;     0;  38.76 ;   38.04 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1984 ;    8; 24;   6;     2;  32.76 ;   35.04 ;     ;         ;   5.3;  S ;5.5;      ;      PP
 1984 ;    8; 24;  22;    28;  37.63 ;   30.14 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;    9;  8;  20;    22;  38.12 ;   30.89 ;   32;         ;   4.4;  w ;4.4;      ;   KOERI
 1984 ;    9; 11;   1;    43;  39.50 ;   38.60 ;   10;         ;   4.4;  w ;4.4;      ;   KOERI
 1984 ;    9; 13;   1;    25;  35.96 ;   30.15 ;    7;         ;   4.2;  w ;4.2;      ;   KOERI
 1984 ;   10;  6;  11;    46;  35.74 ;   30.70 ;   58;         ;   4.1;  w ;4.1;      ;   KOERI
 1984 ;   10; 18;   7;    19;  33.23 ;   35.63 ;     ;         ;   4.5;  S ;5.1;      ;      PP
 1984 ;   11; 14;  10;     1;  36.08 ;   31.09 ;   72;         ;   4.4;  w ;4.4;      ;     Pou
 1984 ;   11; 15;   3;    28;  37.12 ;   36.28 ;   39;         ;   4.4;  w ;4.4;      ;   KOERI
 1984 ;   12;  8;   7;    41;  28.00 ;   34.10 ;     ;         ;   4.4;  b ;4.5;      ;     AMA
 1984 ;   12; 18;  13;    59;  35.29 ;   35.32 ;   39;         ;   4.8;  w ;4.8;      ;     Pou
 1985 ;    1; 23;   1;    23;  39.11 ;   35.94 ;   33;         ;   4.7;  w ;4.7;      ;   KOERI
 1985 ;    1; 25;   6;     8;  31.92 ;   35.53 ;   15;         ;   4.8;  L ;4.5;      ;     AFS
 1985 ;    1; 31;   1;    21;  37.45 ;   30.63 ;   44;         ;   4.1;  w ;4.1;      ;   KOERI
 1985 ;    1; 31;   1;    25;  37.36 ;   30.78 ;   49;         ;   4.6;  w ;4.6;      ;   KOERI
 1985 ;    1; 31;   2;     3;  37.56 ;   30.80 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1985 ;    3;  3;  13;     2;  39.13 ;   33.17 ;   10;         ;   4.4;  w ;4.4;      ;   KOERI
 1985 ;    3; 13;  19;    45;  36.86 ;   31.70 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1985 ;    3; 14;  15;     6;  36.91 ;   31.67 ;   16;         ;   4.3;  w ;4.3;      ;   KOERI
 1985 ;    4;  6;   4;    42;  39.55 ;   32.93 ;     ;         ;   4.5;  w ;4.5;      ;   KOERI
 1985 ;    4; 14;  17;     6;  38.50 ;   38.60 ;   33;         ;   4.2;  w ;4.2;      ;   KOERI
 1985 ;    4; 23;   0;    28;  38.60 ;   38.00 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1985 ;    5; 25;   9;    41;  33.38 ;   31.63 ;     ;         ;   4.5;  S ;5.1;      ;      PP
 1985 ;    6;  6;  13;     8;  35.56 ;   31.21 ;   54;         ;   5.1;  w ;5.1;      ;     Pou
 1985 ;    6;  6;  18;    18;  34.85 ;   32.65 ;   42;         ;   4.6;  w ;4.6;      ;     Pou
 1985 ;    6;  8;  22;    52;  34.83 ;   32.47 ;   45;         ;     4;  w ;4.0;      ;     Pou
 1985 ;    6; 10;  21;    41;  39.80 ;   39.60 ;   33;         ;   4.6;  w ;4.6;      ;   KOERI
 1985 ;    6; 14;   3;    20;  38.33 ;   39.26 ;    9;         ;   4.3;  w ;4.3;      ;   KOERI
 1985 ;    6; 22;   7;    58;  37.26 ;   36.98 ;   33;         ;   4.6;  w ;4.6;      ;   KOERI
 1985 ;    7;  4;  22;     3;  35.22 ;   31.06 ;   65;         ;   4.1;  w ;4.1;      ;     Pou
 1985 ;    8; 12;   2;    54;  39.95 ;   39.77 ;   29;         ;     5;  w ;5.0;      ;   KOERI
 1985 ;   10; 15;   2;    25;  36.13 ;   31.87 ;   10;         ;     4;  w ;4.0;      ;     Pou
 1985 ;   11; 16;  11;    26;  35.03 ;   33.44 ;   66;         ;   4.1;  w ;4.1;      ;     Pou
 1985 ;   11; 17;   0;    16;  37.60 ;   33.30 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1985 ;   12; 21;   5;     5;  37.55 ;   35.47 ;   33;         ;   4.7;  w ;4.7;      ;   KOERI
 1985 ;   12; 21;   6;    11;  37.56 ;   35.40 ;   33;         ;   4.5;  w ;4.5;      ;   KOERI
 1985 ;   12; 31;  17;     4;  30.40 ;   35.00 ;     ;       4 ;      ;    ;4.4;      ;     AMA
 1985 ;   12; 31;  19;    42;  29.10 ;   34.90 ;     ;       5 ;   4.6;  S ;5.1;      ;     AMA
 1986 ;    1; 17;   2;    11;  38.55 ;   31.37 ;   39;         ;   4.1;  w ;4.1;      ;   KOERI
 1986 ;    2; 22;  20;     3;  38.99 ;   31.49 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    2; 26;   5;    45;  38.98 ;   31.52 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    3; 19;  16;    24;  35.62 ;   31.21 ;   33;         ;   4.4;  w ;4.4;      ;     Pou
 1986 ;    4; 30;  23;     5;  35.45 ;   30.95 ;     ;         ;     5;  S ;5.3;      ;      PP
 1986 ;    5;  5;   3;    35;  38.02 ;   37.79 ;     ;         ;     6;  w ;6.0;      ;   KOERI
 1986 ;    5;  5;   4;     9;  38.12 ;   37.81 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    5;  5;   7;     1;  38.06 ;   37.79 ;   36;         ;   4.7;  w ;4.7;      ;   KOERI
 1986 ;    5;  5;  11;    31;  37.97 ;   37.88 ;   10;         ;   4.1;  w ;4.1;      ;   KOERI
 1986 ;    5;  7;  10;     9;  38.00 ;   37.98 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1986 ;    5;  7;  12;    35;  37.98 ;   37.85 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    6;  6;  10;    39;  38.01 ;   37.91 ;   11;         ;   5.8;  w ;5.8;      ;   KOERI
 1986 ;    6;  6;  10;    50;  37.98 ;   38.00 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    6;  6;  11;    29;  38.02 ;   37.84 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    6;  6;  12;     7;  38.01 ;   37.91 ;   10;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    6;  6;  13;    25;  37.96 ;   38.02 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    6;  6;  14;    32;  37.99 ;   38.04 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    6;  6;  18;    15;  38.02 ;   37.82 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    6;  9;   1;    59;  37.98 ;   36.90 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1986 ;    6;  9;   3;    30;  37.97 ;   37.80 ;   10;         ;   4.3;  w ;4.3;      ;   KOERI
 1986 ;    6; 10;   7;    57;  38.03 ;   37.85 ;   30;         ;   4.7;  w ;4.7;      ;   KOERI
 1986 ;    6; 15;   9;    18;  38.04 ;   37.82 ;   10;         ;   4.6;  w ;4.6;      ;   KOERI
 1986 ;    6; 15;  10;     2;  38.00 ;   37.82 ;   28;         ;   4.5;  w ;4.5;      ;   KOERI
 1986 ;    6; 29;   0;    45;  35.96 ;   30.45 ;   50;         ;   4.4;  w ;4.4;      ;   KOERI
 1986 ;    7;  4;  15;     3;  36.28 ;   32.35 ;   10;         ;   4.1;  w ;4.1;      ;     Pou
 1986 ;    7;  7;  14;    17;  34.81 ;   33.67 ;   49;         ;   4.8;  w ;4.8;      ;     Pou
 1986 ;    7; 12;  10;    29;  32.42 ;   30.50 ;   10;         ;   4.1;  b ;4.2;      ;     ISC
 1986 ;    7; 20;   4;     1;  37.81 ;   35.91 ;     ;         ;   4.2;  w ;4.2;      ;   KOERI
 1986 ;    7; 30;   2;    12;  34.67 ;   32.31 ;   37;         ;   5.2;  w ;5.2;      ;     Pou
 1986 ;    8;  3;   1;    33;  37.19 ;   37.16 ;   39;         ;   5.3;  w ;5.3;      ;   KOERI
 1986 ;    8;  5;  19;    58;  37.19 ;   37.26 ;   10;         ;   4.6;  w ;4.6;      ;   KOERI
 1986 ;    8;  7;  19;    46;  29.18 ;   34.91 ;    9;         ;   4.3;  L ;4.0;      ;     AFS
 1986 ;    8;  8;  18;    51;  38.01 ;   37.70 ;   19;         ;   4.7;  w ;4.7;      ;   KOERI
 1986 ;    8; 24;  10;    54;  36.08 ;   32.14 ;  100;         ;   4.4;  w ;4.4;      ;     Pou
 1986 ;    9;  5;  19;    53;  36.06 ;   31.75 ;   73;         ;   4.5;  w ;4.5;      ;     Pou
 1986 ;    9; 10;   6;    47;  38.03 ;   39.13 ;   10;         ;   4.2;  w ;4.2;      ;   KOERI
 1986 ;   10; 18;   0;    32;  29.67 ;   31.79 ;   10;         ;   4.4;  b ;4.5;      ;     ISC
 1986 ;   11; 26;  23;     8;  35.92 ;   30.76 ;   63;         ;   4.2;  S ;4.9;      ;      PP
 1986 ;   12;  8;   5;    58;  36.60 ;   31.73 ;  130;         ;   4.8;  w ;4.8;      ;   KOERI
 1986 ;   12; 19;  16;    11;  39.58 ;   38.55 ;   11;         ;   4.5;  w ;4.5;      ;   KOERI
 1987 ;    1;  2;  10;    14;  30.50 ;   32.20 ;     ;       5 ;     5;  b ;5.0;      ;     AMA
 1987 ;    1; 10;  15;     3;  34.63 ;   33.31 ;   36;         ;   4.4;  w ;4.4;      ;     Pou
 1987 ;    1; 15;  11;    19;  34.63 ;   33.85 ;   40;         ;   5.4;  w ;5.4;      ;     Pou
 1987 ;    2; 18;   5;    34;  34.90 ;   32.26 ;   49;         ;   4.9;  w ;4.9;      ;     Pou
 1987 ;    5; 16;  13;    11;  38.01 ;   38.24 ;   33;         ;   4.3;  w ;4.3;      ;   KOERI
